    0.105863964563468471169471740722656250000000E-04    0.504026718139648437500000000000000000000000E+02
    0.106927909655496478080749511718750000000000E-04    0.508916511535644531250000000000000000000000E+02
    0.108002550405217334628105163574218750000000E-04    0.513853874206542968750000000000000000000000E+02
    0.109088005046942271292209625244140625000000E-04    0.518839225769042968750000000000000000000000E+02
    0.110184346340247429907321929931640625000000E-04    0.523872833251953125000000000000000000000000E+02
    0.111291728899232111871242523193359375000000E-04    0.528955268859863281250000000000000000000000E+02
    0.112410225483472459018230438232421875000000E-04    0.534087028503417968750000000000000000000000E+02
    0.113539972517173737287521362304687500000000E-04    0.539268646240234375000000000000000000000000E+02
    0.114681060949806123971939086914062500000000E-04    0.544500389099121093750000000000000000000000E+02
    0.115833627205574885010719299316406250000000E-04    0.549783020019531250000000000000000000000000E+02
    0.116997771328897215425968170166015625000000E-04    0.555116844177246093750000000000000000000000E+02
    0.118173620649031363427639007568359375000000E-04    0.560502319335937500000000000000000000000000E+02
    0.119361284305341541767120361328125000000000E-04    0.565940170288085937500000000000000000000000E+02
    0.120560880532138980925083160400390625000000E-04    0.571430778503417968750000000000000000000000E+02
    0.121772536658681929111480712890625000000000E-04    0.576974563598632812500000000000000000000000E+02
    0.122996380014228634536266326904296875000000E-04    0.582572288513183593750000000000000000000000E+02
    0.124232510643196292221546173095703125000000E-04    0.588224220275878906250000000000000000000000E+02
    0.125481064969790168106555938720703125000000E-04    0.593930931091308593750000000000000000000000E+02
    0.126742170323268510401248931884765625000000E-04    0.599693107604980468750000000000000000000000E+02
    0.128015954032889567315578460693359375000000E-04    0.605511207580566406250000000000000000000000E+02
    0.129302534332964569330215454101562500000000E-04    0.611385574340820312500000000000000000000000E+02
    0.130602038552751764655113220214843750000000E-04    0.617317047119140625000000000000000000000000E+02
    0.131914612211403436958789825439453125000000E-04    0.623306007385253906250000000000000000000000E+02
    0.133240382638177834451198577880859375000000E-04    0.629353179931640625000000000000000000000000E+02
    0.134579468067386187613010406494140625000000E-04    0.635459022521972656250000000000000000000000E+02
    0.135932014018180780112743377685546875000000E-04    0.641623992919921875000000000000000000000000E+02
    0.137298147819819860160350799560546875000000E-04    0.647848815917968750000000000000000000000000E+02
    0.138678024086402729153633117675781250000000E-04    0.654133987426757812500000000000000000000000E+02
    0.140071761052240617573261260986328125000000E-04    0.660480194091796875000000000000000000000000E+02
    0.141479513331432826817035675048828125000000E-04    0.666887969970703125000000000000000000000000E+02
    0.142901399158290587365627288818359375000000E-04    0.673357925415039062500000000000000000000000E+02
    0.144337582241860218346118927001953125000000E-04    0.679890518188476562500000000000000000000000E+02
    0.145788208101294003427028656005859375000000E-04    0.686486663818359375000000000000000000000000E+02
    0.147253404065850190818309783935546875000000E-04    0.693146667480468750000000000000000000000000E+02
    0.148733315654681064188480377197265625000000E-04    0.699871368408203125000000000000000000000000E+02
    0.150228115671779960393905639648437500000000E-04    0.706661300659179687500000000000000000000000E+02
    0.151737922351458109915256500244140625000000E-04    0.713517074584960937500000000000000000000000E+02
    0.153262917592655867338180541992187500000000E-04    0.720439300537109375000000000000000000000000E+02
    0.154803237819578498601913452148437500000000E-04    0.727428817749023437500000000000000000000000E+02
    0.156359037646325305104255676269531250000000E-04    0.734486083984375000000000000000000000000000E+02
    0.157930480781942605972290039062500000000000E-04    0.741611862182617187500000000000000000000000E+02
    0.159517694555688649415969848632812500000000E-04    0.748806610107421875000000000000000000000000E+02
    0.161120879056397825479507446289062500000000E-04    0.756071243286132812500000000000000000000000E+02
    0.162740161613328382372856140136718750000000E-04    0.763406372070312500000000000000000000000000E+02
    0.164375742315314710140228271484375000000000E-04    0.770812683105468750000000000000000000000000E+02
    0.166027748491615056991577148437500000000000E-04    0.778290786743164062500000000000000000000000E+02
    0.167696343851275742053985595703125000000000E-04    0.785841522216796875000000000000000000000000E+02
    0.169381728483131155371665954589843750000000E-04    0.793465423583984375000000000000000000000000E+02
    0.171084029716439545154571533203125000000000E-04    0.801163253784179687500000000000000000000000E+02
    0.172803447640035301446914672851562500000000E-04    0.808935928344726562500000000000000000000000E+02
    0.174540164152858778834342956542968750000000E-04    0.816783905029296875000000000000000000000000E+02
    0.176294306584168225526809692382812500000000E-04    0.824707946777343750000000000000000000000000E+02
    0.178066111402586102485656738281250000000000E-04    0.832709121704101562500000000000000000000000E+02
    0.179855705937370657920837402343750000000000E-04    0.840787734985351562500000000000000000000000E+02
    0.181663272087462246417999267578125000000000E-04    0.848944549560546875000000000000000000000000E+02
    0.183489028131589293479919433593750000000000E-04    0.857180709838867187500000000000000000000000E+02
